gene,ave_zscore_donor.EC,cluster.EC,ave_zscore_cluster.EC,new_name.EC,ave_zscore_donor.ITG,cluster.ITG,ave_zscore_cluster.ITG,new_name.ITG,ave_zscore_donor.PFC,cluster.PFC,ave_zscore_cluster.PFC,new_name.PFC,ave_zscore_donor.V2,cluster.V2,ave_zscore_cluster.V2,new_name.V2,ave_zscore_donor.V1,cluster.V1,ave_zscore_cluster.V1,new_name.V1
ROR1,-1.04892871939329,5,-0.660837698398002,gene set #6 (n = 70),-0.357745335404634,5,-0.397459079682161,gene set #6 (n = 70),-0.308495430822751,5,-0.471815184903196,gene set #6 (n = 70),0.397294722957602,5,0.493474130989668,gene set #6 (n = 70),0.97312208974947,5,0.779379734966286,gene set #6 (n = 70)
WLS,0.593785078776623,6,0.240052824184087,gene set #5 (n = 81),0.297568330120668,6,0.316117408249062,gene set #5 (n = 81),0.688993725295565,6,0.510914787229598,gene set #5 (n = 81),-0.794568491387007,6,-0.40567323040774,gene set #5 (n = 81),-0.523353363421706,6,-0.520153915041749,gene set #5 (n = 81)
LRRC7,0.582849065498122,2,-0.0677384812362237,gene set #3 (n = 52),-0.35769505479196,2,-0.4113550879989,gene set #3 (n = 52),0.38266114477367,2,1.03390990548837,gene set #3 (n = 52),-0.182723397926967,2,-0.263414148547333,gene set #3 (n = 52),-0.224510785247058,2,-0.194069743867522,gene set #3 (n = 52)
ZRANB2,0.582275497025665,6,0.240052824184087,gene set #5 (n = 81),0.178456600994457,6,0.316117408249062,gene set #5 (n = 81),0.852426734360359,6,0.510914787229598,gene set #5 (n = 81),-0.659792059883473,6,-0.40567323040774,gene set #5 (n = 81),-0.677471678382418,6,-0.520153915041749,gene set #5 (n = 81)
ST6GALNAC3,0.0697039273767492,2,-0.0677384812362237,gene set #3 (n = 52),-0.235069857260251,2,-0.4113550879989,gene set #3 (n = 52),1.0238361242956,2,1.03390990548837,gene set #3 (n = 52),-0.352228213461548,2,-0.263414148547333,gene set #3 (n = 52),-0.366004168878269,2,-0.194069743867522,gene set #3 (n = 52)
ARHGAP29,-0.861250722066712,3,-0.943896782982763,gene set #2 (n = 85),0.305669380538837,3,-0.0213047162833297,gene set #2 (n = 85),-0.0109428265106325,3,0.263170831537092,gene set #2 (n = 85),-0.0527914477304846,3,0.181571311278053,gene set #2 (n = 85),0.385273165015739,3,0.287218967795328,gene set #2 (n = 85)
F3,-0.700551116284745,3,-0.943896782982763,gene set #2 (n = 85),0.151459082912822,3,-0.0213047162833297,gene set #2 (n = 85),0.191460481674734,3,0.263170831537092,gene set #2 (n = 85),0.0154266546460489,3,0.181571311278053,gene set #2 (n = 85),0.173840552146423,3,0.287218967795328,gene set #2 (n = 85)
SLC44A3,0.309870539560069,6,0.240052824184087,gene set #5 (n = 81),0.31697369733644,6,0.316117408249062,gene set #5 (n = 81),-0.100311144968577,6,0.510914787229598,gene set #5 (n = 81),-0.404562475663735,6,-0.40567323040774,gene set #5 (n = 81),-0.0374529920922368,6,-0.520153915041749,gene set #5 (n = 81)
CNN3,0.125630125495486,1,0.28627802436914,gene set #4 (n = 120),0.250967260223088,1,-0.264638599805998,gene set #4 (n = 120),-0.39255145164214,1,-0.521499574267091,gene set #4 (n = 120),0.114456540545523,1,0.227747173103903,gene set #4 (n = 120),-0.104395206399649,1,0.279171267926543,gene set #4 (n = 120)
NTNG1,0.418651319584461,1,0.28627802436914,gene set #4 (n = 120),-0.754422956823352,1,-0.264638599805998,gene set #4 (n = 120),-0.340818271233726,1,-0.521499574267091,gene set #4 (n = 120),0.21987862283674,1,0.227747173103903,gene set #4 (n = 120),0.508278967964061,1,0.279171267926543,gene set #4 (n = 120)
VAV3,-1.06800832311171,3,-0.943896782982763,gene set #2 (n = 85),-0.225450950394591,3,-0.0213047162833297,gene set #2 (n = 85),0.105628559853366,3,0.263170831537092,gene set #2 (n = 85),0.338877598920446,3,0.181571311278053,gene set #2 (n = 85),0.554734001639163,3,0.287218967795328,gene set #2 (n = 85)
KCND3,-0.93601263177602,3,-0.943896782982763,gene set #2 (n = 85),0.00553076576929794,3,-0.0213047162833297,gene set #2 (n = 85),-0.206099269776874,3,0.263170831537092,gene set #2 (n = 85),0.184940530427374,3,0.181571311278053,gene set #2 (n = 85),0.662797480377398,3,0.287218967795328,gene set #2 (n = 85)
PDE4DIP,0.883253836396859,6,0.240052824184087,gene set #5 (n = 81),0.586812581777896,6,0.316117408249062,gene set #5 (n = 81),-0.017523059448072,6,0.510914787229598,gene set #5 (n = 81),-0.556086799535082,6,-0.40567323040774,gene set #5 (n = 81),-0.631893906955435,6,-0.520153915041749,gene set #5 (n = 81)
S100A1,0.115679970877467,1,0.28627802436914,gene set #4 (n = 120),-0.484197749789265,1,-0.264638599805998,gene set #4 (n = 120),-0.412494328599009,1,-0.521499574267091,gene set #4 (n = 120),0.315905336598322,1,0.227747173103903,gene set #4 (n = 120),0.430948791965982,1,0.279171267926543,gene set #4 (n = 120)
KCNN3,1.11783699335093,4,1.09977961336801,gene set #1 (n = 96),0.309832755176343,4,0.077870451181076,gene set #1 (n = 96),-0.0645922966561564,4,-0.202185660207542,gene set #1 (n = 96),-0.283648543271065,4,-0.275456270234524,gene set #1 (n = 96),-0.763429017702861,4,-0.413534873773804,gene set #1 (n = 96)
IFI16,0.993909565769915,4,1.09977961336801,gene set #1 (n = 96),-0.332355057197394,4,0.077870451181076,gene set #1 (n = 96),0.0947806679699465,4,-0.202185660207542,gene set #1 (n = 96),-0.331597862924535,4,-0.275456270234524,gene set #1 (n = 96),-0.143738760286319,4,-0.413534873773804,gene set #1 (n = 96)
DDR2,-0.463934115794249,6,0.240052824184087,gene set #5 (n = 81),0.410264176608292,6,0.316117408249062,gene set #5 (n = 81),-0.748150678037059,6,0.510914787229598,gene set #5 (n = 81),0.304265635344073,6,-0.40567323040774,gene set #5 (n = 81),0.286375432576186,6,-0.520153915041749,gene set #5 (n = 81)
PRRX1,0.165648553930082,2,-0.0677384812362237,gene set #3 (n = 52),-0.754969680884397,2,-0.4113550879989,gene set #3 (n = 52),1.02977918112337,2,1.03390990548837,gene set #3 (n = 52),-0.426346082135911,2,-0.263414148547333,gene set #3 (n = 52),0.137606278872475,2,-0.194069743867522,gene set #3 (n = 52)
DNM3,0.159884689372269,6,0.240052824184087,gene set #5 (n = 81),0.817636969609955,6,0.316117408249062,gene set #5 (n = 81),0.121846389577345,6,0.510914787229598,gene set #5 (n = 81),-0.334155940674152,6,-0.40567323040774,gene set #5 (n = 81),-0.679462585001987,6,-0.520153915041749,gene set #5 (n = 81)
BRINP2,-0.769095590364634,3,-0.943896782982763,gene set #2 (n = 85),-0.148863202348175,3,-0.0213047162833297,gene set #2 (n = 85),-0.0903876157129352,3,0.263170831537092,gene set #2 (n = 85),0.513284773822042,3,0.181571311278053,gene set #2 (n = 85),0.262803072776151,3,0.287218967795328,gene set #2 (n = 85)
GLUL,-0.734484482500322,3,-0.943896782982763,gene set #2 (n = 85),-0.286788283027382,3,-0.0213047162833297,gene set #2 (n = 85),0.140856914408651,3,0.263170831537092,gene set #2 (n = 85),0.344993832684228,3,0.181571311278053,gene set #2 (n = 85),0.337493238188084,3,0.287218967795328,gene set #2 (n = 85)
NPL,0.374087181665671,1,0.28627802436914,gene set #4 (n = 120),-0.242165969157453,1,-0.264638599805998,gene set #4 (n = 120),0.0464683123980525,1,-0.521499574267091,gene set #4 (n = 120),-0.126697449129066,1,0.227747173103903,gene set #4 (n = 120),0.0517607965798506,1,0.279171267926543,gene set #4 (n = 120)
CRB1,-0.329111344287109,6,0.240052824184087,gene set #5 (n = 81),0.247342366965796,6,0.316117408249062,gene set #5 (n = 81),1.08775823091982,6,0.510914787229598,gene set #5 (n = 81),-0.410218407134946,6,-0.40567323040774,gene set #5 (n = 81),-0.544634184211654,6,-0.520153915041749,gene set #5 (n = 81)
GPR37L1,-0.406300177550127,5,-0.660837698398002,gene set #6 (n = 70),-0.349949666650653,5,-0.397459079682161,gene set #6 (n = 70),-0.701041517120845,5,-0.471815184903196,gene set #6 (n = 70),0.557234156535059,5,0.493474130989668,gene set #6 (n = 70),0.687219163127653,5,0.779379734966286,gene set #6 (n = 70)
CHI3L1,0.0621807596704665,6,0.240052824184087,gene set #5 (n = 81),0.182731260157668,6,0.316117408249062,gene set #5 (n = 81),0.114211885827042,6,0.510914787229598,gene set #5 (n = 81),-0.162534804075982,6,-0.40567323040774,gene set #5 (n = 81),-0.159113925313569,6,-0.520153915041749,gene set #5 (n = 81)
NFASC,0.599580590749602,1,0.28627802436914,gene set #4 (n = 120),-0.127491973196197,1,-0.264638599805998,gene set #4 (n = 120),-0.689505865504528,1,-0.521499574267091,gene set #4 (n = 120),0.184515350480124,1,0.227747173103903,gene set #4 (n = 120),0.111361581268879,1,0.279171267926543,gene set #4 (n = 120)
SRGAP2,-0.157612467249451,2,-0.0677384812362237,gene set #3 (n = 52),-0.645826436177121,2,-0.4113550879989,gene set #3 (n = 52),1.24095193782408,2,1.03390990548837,gene set #3 (n = 52),-0.168817003919648,2,-0.263414148547333,gene set #3 (n = 52),-0.17808762079429,2,-0.194069743867522,gene set #3 (n = 52)
TGFB2,-1.25208435558748,3,-0.943896782982763,gene set #2 (n = 85),-0.117475596225992,3,-0.0213047162833297,gene set #2 (n = 85),0.120806740910794,3,0.263170831537092,gene set #2 (n = 85),0.408484397840889,3,0.181571311278053,gene set #2 (n = 85),0.499549818284594,3,0.287218967795328,gene set #2 (n = 85)
DNAH14,1.46975998114397,4,1.09977961336801,gene set #1 (n = 96),0.0181392080008622,4,0.077870451181076,gene set #1 (n = 96),-0.172960491539982,4,-0.202185660207542,gene set #1 (n = 96),-0.396033253852811,4,-0.275456270234524,gene set #1 (n = 96),-0.526588660247768,4,-0.413534873773804,gene set #1 (n = 96)
STUM,1.10279417365227,4,1.09977961336801,gene set #1 (n = 96),-0.189055244636417,4,0.077870451181076,gene set #1 (n = 96),-0.299116346914496,4,-0.202185660207542,gene set #1 (n = 96),-0.350125434246268,4,-0.275456270234524,gene set #1 (n = 96),0.00236619372541184,4,-0.413534873773804,gene set #1 (n = 96)
AGT,0.254643259328713,1,0.28627802436914,gene set #4 (n = 120),-0.381048362848161,1,-0.264638599805998,gene set #4 (n = 120),-0.795291971849093,1,-0.521499574267091,gene set #4 (n = 120),0.544580254276336,1,0.227747173103903,gene set #4 (n = 120),0.337415979958265,1,0.279171267926543,gene set #4 (n = 120)
DISC1,-0.278308594201471,2,-0.0677384812362237,gene set #3 (n = 52),-0.64382636037042,2,-0.4113550879989,gene set #3 (n = 52),1.3890649551328,2,1.03390990548837,gene set #3 (n = 52),-0.225899851365647,2,-0.263414148547333,gene set #3 (n = 52),-0.165790895684401,2,-0.194069743867522,gene set #3 (n = 52)
ACTN2,-0.845217037264741,5,-0.660837698398002,gene set #6 (n = 70),-0.465654858367715,5,-0.397459079682161,gene set #6 (n = 70),-0.46760767842398,5,-0.471815184903196,gene set #6 (n = 70),0.70708228958289,5,0.493474130989668,gene set #6 (n = 70),0.760677318615849,5,0.779379734966286,gene set #6 (n = 70)
PLD5,-0.586142036291692,2,-0.0677384812362237,gene set #3 (n = 52),-0.539569105633305,2,-0.4113550879989,gene set #3 (n = 52),0.622435549983821,2,1.03390990548837,gene set #3 (n = 52),0.260433550636146,2,-0.263414148547333,gene set #3 (n = 52),0.138932502794928,2,-0.194069743867522,gene set #3 (n = 52)
ID2,-0.0695202201883654,1,0.28627802436914,gene set #4 (n = 120),-0.358724507704709,1,-0.264638599805998,gene set #4 (n = 120),-0.329227190898547,1,-0.521499574267091,gene set #4 (n = 120),0.408337696393967,1,0.227747173103903,gene set #4 (n = 120),0.277218120741586,1,0.279171267926543,gene set #4 (n = 120)
ALK,-0.916562982048487,5,-0.660837698398002,gene set #6 (n = 70),-0.385753178341855,5,-0.397459079682161,gene set #6 (n = 70),-0.341829496176681,5,-0.471815184903196,gene set #6 (n = 70),0.37206178132925,5,0.493474130989668,gene set #6 (n = 70),0.959517062691368,5,0.779379734966286,gene set #6 (n = 70)
CRIM1,-0.690190052226438,3,-0.943896782982763,gene set #2 (n = 85),0.255897727093121,3,-0.0213047162833297,gene set #2 (n = 85),-0.287655553331617,3,0.263170831537092,gene set #2 (n = 85),0.176136810427446,3,0.181571311278053,gene set #2 (n = 85),0.32373497565401,3,0.287218967795328,gene set #2 (n = 85)
SLC8A1,1.17205079527081,2,-0.0677384812362237,gene set #3 (n = 52),-0.612001386057018,2,-0.4113550879989,gene set #3 (n = 52),0.433150653022791,2,1.03390990548837,gene set #3 (n = 52),-0.308025918745091,2,-0.263414148547333,gene set #3 (n = 52),-0.320516069008007,2,-0.194069743867522,gene set #3 (n = 52)
CALM2,0.545260827293211,1,0.28627802436914,gene set #4 (n = 120),-0.149213553118097,1,-0.264638599805998,gene set #4 (n = 120),-0.229949753485177,1,-0.521499574267091,gene set #4 (n = 120),0.0664470553751376,1,0.227747173103903,gene set #4 (n = 120),-0.112596611109446,1,0.279171267926543,gene set #4 (n = 120)
NRXN1,-0.702672400123899,3,-0.943896782982763,gene set #2 (n = 85),0.143955368207712,3,-0.0213047162833297,gene set #2 (n = 85),0.520554404089113,3,0.263170831537092,gene set #2 (n = 85),-0.0134107507762393,3,0.181571311278053,gene set #2 (n = 85),-0.0764853281639037,3,0.287218967795328,gene set #2 (n = 85)
EFEMP1,0.681950026281129,6,0.240052824184087,gene set #5 (n = 81),0.0421503886791639,6,0.316117408249062,gene set #5 (n = 81),0.491429208438489,6,0.510914787229598,gene set #5 (n = 81),-0.482746526140975,6,-0.40567323040774,gene set #5 (n = 81),-0.478238801665204,6,-0.520153915041749,gene set #5 (n = 81)
CCDC85A,0.727535355715661,1,0.28627802436914,gene set #4 (n = 120),-0.374462918423619,1,-0.264638599805998,gene set #4 (n = 120),-0.3711814802769,1,-0.521499574267091,gene set #4 (n = 120),-0.0167233694901986,1,0.227747173103903,gene set #4 (n = 120),0.181352080034736,1,0.279171267926543,gene set #4 (n = 120)
SPRED2,-1.20263747770456,3,-0.943896782982763,gene set #2 (n = 85),-0.0321699011208376,3,-0.0213047162833297,gene set #2 (n = 85),-0.202243069788665,3,0.263170831537092,gene set #2 (n = 85),0.508383004538739,3,0.181571311278053,gene set #2 (n = 85),0.564139960337303,3,0.287218967795328,gene set #2 (n = 85)
ANTXR1,0.0216031951753959,1,0.28627802436914,gene set #4 (n = 120),-0.218291859068466,1,-0.264638599805998,gene set #4 (n = 120),-0.700588619757266,1,-0.521499574267091,gene set #4 (n = 120),0.327285982618544,1,0.227747173103903,gene set #4 (n = 120),0.481672001609324,1,0.279171267926543,gene set #4 (n = 120)
LRRTM4,-0.598901446843984,2,-0.0677384812362237,gene set #3 (n = 52),-0.464256276331818,2,-0.4113550879989,gene set #3 (n = 52),1.35092991566004,2,1.03390990548837,gene set #3 (n = 52),-0.106609299021451,2,-0.263414148547333,gene set #3 (n = 52),-0.195245694565522,2,-0.194069743867522,gene set #3 (n = 52)
CTNNA2,-0.855159144166356,3,-0.943896782982763,gene set #2 (n = 85),0.415640540127271,3,-0.0213047162833297,gene set #2 (n = 85),0.161365821154966,3,0.263170831537092,gene set #2 (n = 85),0.104603133985432,3,0.181571311278053,gene set #2 (n = 85),-0.0338043658747527,3,0.287218967795328,gene set #2 (n = 85)
LIMS1,-1.05738813736065,3,-0.943896782982763,gene set #2 (n = 85),-0.213465033137475,3,-0.0213047162833297,gene set #2 (n = 85),0.0640780525789555,3,0.263170831537092,gene set #2 (n = 85),0.266552833463435,3,0.181571311278053,gene set #2 (n = 85),0.644170845109878,3,0.287218967795328,gene set #2 (n = 85)
SH3RF3,-0.453854888636184,2,-0.0677384812362237,gene set #3 (n = 52),-0.383827593409601,2,-0.4113550879989,gene set #3 (n = 52),1.28860300954083,2,1.03390990548837,gene set #3 (n = 52),-0.372883593172708,2,-0.263414148547333,gene set #3 (n = 52),-0.0566028578527101,2,-0.194069743867522,gene set #3 (n = 52)
DPP10,1.04513671539464,4,1.09977961336801,gene set #1 (n = 96),-0.0701686796613344,4,0.077870451181076,gene set #1 (n = 96),-0.562691996057509,4,-0.202185660207542,gene set #1 (n = 96),0.123248024193877,4,-0.275456270234524,gene set #1 (n = 96),-0.314108633411537,4,-0.413534873773804,gene set #1 (n = 96)
DBI,0.254026025486032,1,0.28627802436914,gene set #4 (n = 120),-0.495807309964918,1,-0.264638599805998,gene set #4 (n = 120),-0.619249978303902,1,-0.521499574267091,gene set #4 (n = 120),0.496752723159934,1,0.227747173103903,gene set #4 (n = 120),0.342823133566409,1,0.279171267926543,gene set #4 (n = 120)
MGAT5,-0.877787172917466,3,-0.943896782982763,gene set #2 (n = 85),-0.202602777582336,3,-0.0213047162833297,gene set #2 (n = 85),0.171293051619852,3,0.263170831537092,gene set #2 (n = 85),0.255702902318077,3,0.181571311278053,gene set #2 (n = 85),0.421596648831869,3,0.287218967795328,gene set #2 (n = 85)
ARHGAP15,-0.291476124142024,2,-0.0677384812362237,gene set #3 (n = 52),-0.649674914828034,2,-0.4113550879989,gene set #3 (n = 52),1.21443191852671,2,1.03390990548837,gene set #3 (n = 52),-0.113505894051399,2,-0.263414148547333,gene set #3 (n = 52),-0.110250996692734,2,-0.194069743867522,gene set #3 (n = 52)
KCNJ3,0.416508362176036,1,0.28627802436914,gene set #4 (n = 120),-0.292579800132063,1,-0.264638599805998,gene set #4 (n = 120),-0.158407615258979,1,-0.521499574267091,gene set #4 (n = 120),0.110220743442248,1,0.227747173103903,gene set #4 (n = 120),0.0124572159732682,1,0.279171267926543,gene set #4 (n = 120)
GPD2,-1.08538237119403,3,-0.943896782982763,gene set #2 (n = 85),0.150926963107441,3,-0.0213047162833297,gene set #2 (n = 85),0.695583371760897,3,0.263170831537092,gene set #2 (n = 85),0.0207596269165034,3,0.181571311278053,gene set #2 (n = 85),0.00451300657808563,3,0.287218967795328,gene set #2 (n = 85)
FAP,1.4852476086911,4,1.09977961336801,gene set #1 (n = 96),0.195297872476909,4,0.077870451181076,gene set #1 (n = 96),-0.19103061830432,4,-0.202185660207542,gene set #1 (n = 96),-0.424539292087349,4,-0.275456270234524,gene set #1 (n = 96),-0.665025449605102,4,-0.413534873773804,gene set #1 (n = 96)
CERS6,0.956890265587402,4,1.09977961336801,gene set #1 (n = 96),-0.00600865881128241,4,0.077870451181076,gene set #1 (n = 96),-0.593344223860101,4,-0.202185660207542,gene set #1 (n = 96),0.0518380667306499,4,-0.275456270234524,gene set #1 (n = 96),-0.214605861020576,4,-0.413534873773804,gene set #1 (n = 96)
OSBPL6,-1.27120360767493,3,-0.943896782982763,gene set #2 (n = 85),-0.0325603758458727,3,-0.0213047162833297,gene set #2 (n = 85),-0.129278094605925,3,0.263170831537092,gene set #2 (n = 85),0.442520823400852,3,0.181571311278053,gene set #2 (n = 85),0.615817966496376,3,0.287218967795328,gene set #2 (n = 85)
TTN,0.8246087477639,4,1.09977961336801,gene set #1 (n = 96),-0.233537944984195,4,0.077870451181076,gene set #1 (n = 96),0.0499924437628468,4,-0.202185660207542,gene set #1 (n = 96),-0.274429408950327,4,-0.275456270234524,gene set #1 (n = 96),-0.135761632594029,4,-0.413534873773804,gene set #1 (n = 96)
ITGAV,-0.883901624986727,3,-0.943896782982763,gene set #2 (n = 85),0.349737283277195,3,-0.0213047162833297,gene set #2 (n = 85),0.202469511830151,3,0.263170831537092,gene set #2 (n = 85),0.0863608185766528,3,0.181571311278053,gene set #2 (n = 85),0.0329746583563925,3,0.287218967795328,gene set #2 (n = 85)
FAM171B,0.345748148365337,6,0.240052824184087,gene set #5 (n = 81),0.494123275966516,6,0.316117408249062,gene set #5 (n = 81),0.608733671491473,6,0.510914787229598,gene set #5 (n = 81),-0.554819866884528,6,-0.40567323040774,gene set #5 (n = 81),-0.705010500900659,6,-0.520153915041749,gene set #5 (n = 81)
DNAH7,0.799846424837782,6,0.240052824184087,gene set #5 (n = 81),0.557699882702756,6,0.316117408249062,gene set #5 (n = 81),0.408697442905975,6,0.510914787229598,gene set #5 (n = 81),-0.640122025224561,6,-0.40567323040774,gene set #5 (n = 81),-0.832649616538617,6,-0.520153915041749,gene set #5 (n = 81)
HSPD1,0.186375981296903,1,0.28627802436914,gene set #4 (n = 120),-0.252848847161874,1,-0.264638599805998,gene set #4 (n = 120),-0.013226700987502,1,-0.521499574267091,gene set #4 (n = 120),0.0952657789279377,1,0.227747173103903,gene set #4 (n = 120),0.0272971685670427,1,0.279171267926543,gene set #4 (n = 120)
HSPE1,0.372754696228998,1,0.28627802436914,gene set #4 (n = 120),-0.450539766509834,1,-0.264638599805998,gene set #4 (n = 120),-0.630422481746763,1,-0.521499574267091,gene set #4 (n = 120),0.294830140307318,1,0.227747173103903,gene set #4 (n = 120),0.425332492112908,1,0.279171267926543,gene set #4 (n = 120)
MOB4,0.319241367068684,1,0.28627802436914,gene set #4 (n = 120),0.295427213379141,1,-0.264638599805998,gene set #4 (n = 120),-0.697979527993743,1,-0.521499574267091,gene set #4 (n = 120),0.508866047023945,1,0.227747173103903,gene set #4 (n = 120),-0.41378380557108,1,0.279171267926543,gene set #4 (n = 120)
RAPH1,0.333508792967788,2,-0.0677384812362237,gene set #3 (n = 52),-0.144081270691854,2,-0.4113550879989,gene set #3 (n = 52),0.941916870164891,2,1.03390990548837,gene set #3 (n = 52),-0.487361835150063,2,-0.263414148547333,gene set #3 (n = 52),-0.436946140207081,2,-0.194069743867522,gene set #3 (n = 52)
NRP2,1.53849770643288,4,1.09977961336801,gene set #1 (n = 96),0.138734366409927,4,0.077870451181076,gene set #1 (n = 96),-0.335993999203479,4,-0.202185660207542,gene set #1 (n = 96),-0.32954209825695,4,-0.275456270234524,gene set #1 (n = 96),-0.616657296398251,4,-0.413534873773804,gene set #1 (n = 96)
MAP2,1.41646380079209,4,1.09977961336801,gene set #1 (n = 96),0.0955021664123304,4,0.077870451181076,gene set #1 (n = 96),-0.432369925087946,4,-0.202185660207542,gene set #1 (n = 96),-0.219362307208289,4,-0.275456270234524,gene set #1 (n = 96),-0.512915088871018,4,-0.413534873773804,gene set #1 (n = 96)
IGFBP5,0.302851261482077,1,0.28627802436914,gene set #4 (n = 120),-0.30507926614219,1,-0.264638599805998,gene set #4 (n = 120),-0.538360858203608,1,-0.521499574267091,gene set #4 (n = 120),0.311215422899107,1,0.227747173103903,gene set #4 (n = 120),0.237721522914054,1,0.279171267926543,gene set #4 (n = 120)
DNAJB2,-0.247759780973837,5,-0.660837698398002,gene set #6 (n = 70),-0.293923488616157,5,-0.397459079682161,gene set #6 (n = 70),-0.87670835451884,5,-0.471815184903196,gene set #6 (n = 70),0.619706718165678,5,0.493474130989668,gene set #6 (n = 70),0.610228814210154,5,0.779379734966286,gene set #6 (n = 70)
EPHA4,-0.691315112338147,3,-0.943896782982763,gene set #2 (n = 85),0.598324869356596,3,-0.0213047162833297,gene set #2 (n = 85),0.0769091197975313,3,0.263170831537092,gene set #2 (n = 85),0.161390796205454,3,0.181571311278053,gene set #2 (n = 85),-0.311430756224454,3,0.287218967795328,gene set #2 (n = 85)
KCNE4,1.26184277580642,4,1.09977961336801,gene set #1 (n = 96),0.345090304047014,4,0.077870451181076,gene set #1 (n = 96),-0.845627937655514,4,-0.202185660207542,gene set #1 (n = 96),-0.10575063978341,4,-0.275456270234524,gene set #1 (n = 96),-0.395580641924424,4,-0.413534873773804,gene set #1 (n = 96)
